"gerade, eben",tocmai,,,,,adv,,,Duolingo
"allerdings (gewisse), sicherlich",desigur,,,,,adv,,,Duolingo
"genug, ausreichend",destul,,,,,adj,,,Duolingo
"gewiss, sicher",negreșit,,,Er kommt sicher,El vine negreșit!,adv,,,Duolingo
"tatsächlich, sogar, gerade, eben, wirklich",chiar,,,,,adv,,,Duolingo
"ziemlich, vernünftig",cât de cât,,,,,adv,,,Duolingo
"nirgends, nirgendwo",nicăieri,,,Zu Hause ist es doch am schönsten.,Nicăieri nu-i ca acasă.,adv,,,Duolingo
"nie, niemals",niciodată,,,Sag niemals nie.,Niciodată să nu spui niciodată.,adv,,,Duolingo
weder ... Noch,nici ... Nici,,,Weder viel noch wenig ist gut,"Nici mai mult, nici mai puțin nu este bine",conj,,,Duolingo
"nur, lediglich, bloß",numai/ doar,,,Nur du schwimmst am Morgen,Numai tu înoți dimineața,adv,,,Duolingo
"wenigstens, zumindest",măcar,,,Gib mir wenigstens zwei Äpfel,Dă-mi măcar două mere,adv,,,Duolingo
"wahrscheinlich, vermutlich",probabil,,,,,adv,,,Duolingo
möglich,posibil,,,Es ist möglich.,Este posibil.,adv,,,Duolingo
manchmal,câteodată,,,Manchmal kommt er zu uns,El vine câteodată la noi,adv,,,Duolingo
immer,întotdeauna,,,,,adv,,,Duolingo
vielleicht,poate,,,,,adv,,,Duolingo
"denn, wirklich",oare,,,Ist das denn so schwer?,Este oare așa de greu?,adv,,,Duolingo
"sofort, gleich",imediat,,,,,,,,Duolingo
Mund,gură,guri,,,,f,o,două,Duolingo
Nase,nas,nasuri,,,,n,un,două,Duolingo
Ohr,ureche,urechi,,,,f,o,două,Duolingo
Augenbraue,sprânceană,sprâncene,,,,f,o,două,Duolingo
Schnurrbart,mustață,mustăți,,,,f,o,două,Duolingo
Haar,păr,peri ,,,,m,un,doi,Duolingo
für,pentru,,,,,prep,,,Duolingo
andere,celălalt,,,,,adj,,,Duolingo
Rücken,spate,spate,,,,n,un,două,Duolingo
Hals,gât,gâturi,,,,n,un,două,Duolingo
Zunge,limbă,limbi,,,,f,o,două,Duolingo
Schulter,umăr,umeri,,,,m,un,doi,Duolingo
Kinn,bărbie,bărbii,,,,f,o,două,Duolingo
"Brust, Brustkorb",piept,piepturi,,,,n,un,două,Duolingo
Lippe,buză,buze,,,,f,o,două,Duolingo
Handfläche,palmă,palme,,,,f,o,două,Duolingo
"Bauch, Magen",burtă,burți,,,,f,o,două,Duolingo
"Fingernagel, Fußnagel",unghie,unghii,,,,f,o,două,Duolingo
Ellenbogen,cot,coate,,,,n,un,două,Duolingo
Faust,pumn,pumni,,,,m,un,doi,Duolingo
Sohle,talpă,tălpi,,Fußsohle,talpă a piciorului,f,o,două,Duolingo
Hüfte,șold,șolduri,,,,f,o,două,Duolingo
Ferse,călcâi,călcâie,,,,n,un,două,Duolingo
Knöchel,gleznă,glezne,,,,f,o,două,Duolingo
Gelenk,încheietură,încheieturi,,,,f,o,două,Duolingo
Wimper,geană,gene,,,,f,o,două,Duolingo
Backe,obraz,obraji,,,,m,un,doi,Duolingo
Gesicht,față,fețe,,,,f,o,două,Duolingo
Stirn,frunte,frunți,,,,f,o,două,Duolingo
Nasenloch,nară,nări,,,,f,o,două,Duolingo
Augenlid,pleoapă,pleoape,,,,f,o,două,Duolingo
Bauchnabel,buric,burice,,,,n,un,două,Duolingo
manchmal,câteodată,,,,,adv,,,Duolingo
Versammlung,adunare,adunări,,,,f,o,două,Duolingo
Bevölkerung,populație,populații,,,,f,o,două,Duolingo
Gesellschaft,societate,societăți,,,,f,o,două,Duolingo
"Gemeinde, Gemeinschaft",comunitate,comunități,,,,f,o,două,Duolingo
"Menschenmenge, Schwarm",mulțime,mulțimi,,,,f,o,două,Duolingo
Gruppe,grup,grupuri,,,,n,un,două,Duolingo
Einzelner,individ,indivizi,,,,m,un,doi,Duolingo
Pärchen,cuplu,cupluri,,,,n,un,două,Duolingo
"Dame, Frau",doamnă,doamne,,"Sehr geehrte Frau, …","Stimată Doamnă, …",f,o,două,Duolingo
"Feindschaft, Boshaftigkeit",dușmănie,dușmănii,,,,f,o,două,Duolingo
"Liebster, Freund, Liebhaber",iubit,iubiți,,,,m,un,doi,Duolingo
"Geliebte, Liebhaberin",iubită,iubite,,Danke schön meine Liebe!,Mulțumesc iubita mea!,f,o,două,Duolingo
Herr,domn,domni,,Ladies und Gentleman,Doamnelor și domnilor...,m,un,doi,Duolingo
Freundschaft,prietenie,prietenii,,,,f,o,două,Duolingo
"Team, Mannschaft",echipă,echipe,,,,f,o,două,Duolingo
Gewerkschaft,sindicat,sindicate,,,,n,un,două,Duolingo
Stiftung/ Fundament Haus,fundație,fundații,,,,f,o,două,Duolingo
Vertrag,contract,contracte,,,,n,un,două,Duolingo
Wand,perete,pereți,,,,m,un,doi,Duolingo
"Wohnung, Heim",locuință,locuințe,,,,f,o,două,Duolingo
"Stockwerg, Etage",etaj,etaje,,,,n,un,două,Duolingo
"Dach, Hausdach",acoperiș,acoperișuri,,,,n,un,două,Duolingo
"Garage, Autowerkstatt",garaj,garaje,,,,n,un,două,Duolingo
"Treppe, Leiter",scară,scări,,,,f,o,două,Duolingo
Tür,ușă,uși,,,,f,o,două,Duolingo
Esszimmer,sufragerie,sufragerii,,,,f,o,două,Duolingo
"Zimmer, Raum",cameră,camere,,,,f,o,două,Duolingo
Meditation,meditație,meditații,,,,f,o,două,Duolingo
"Wort, Vokabel",cuvânt,cuvinte,,,,n,un,două,Duolingo
Zahnbürste,periuță de dinți,periuțe de dinți,,,,f,o,două,Duolingo
Badewanne,cadă,căzi,,,,f,o,două,Duolingo
Handtuch,prosop,prosoape,,,,n,un,două,Duolingo
Dusche,duș,dușuri,,,,n,un,două,Duolingo
Teppich,covor,covoare,,,,n,un,două,Duolingo
Seife,săpun,săpunuri,,,,n,un,două,Duolingo
Zahnpasta,pastă de dinți,paste,,,,f,o,două,Duolingo
Hahn/ Wasserhahn,robinet,robinete/robineți,,,,n,un,două,Duolingo
Stuhl,scaun,scaune,,,,n,un,două,Duolingo
Lampe,lampă,lămpi,,,,f,o,două,Duolingo
Kleiderschrank,șifonier,șifoniere,,Ich hänge meine Sachen in den Kleiderschrank,Eu îmi pun hainele în șifonier.,n,un,două,Duolingo
Schrank,dulap,dulapuri,,,,n,un,două,Duolingo
"Vorhang, Gardine",perdea,perdele,,,,f,o,două,Duolingo
Nachttisch,noptieră,noptiere,,,,f,o,două,Duolingo
Kleiderhaken,cuier,cuiere,,,,n,un,două,Duolingo
Sofa,canapea,canapele,,,,f,o,două,Duolingo
Bettdecke,pătură,pături,,,,f,o,două,Duolingo
Bettlaken,cearceaf,cearceafuri,,,,n,un,două,Duolingo
Bild,tablou,tablouri,,,,n,un,două,Duolingo
Kissenbezug,față de pernă,fețe,,,,f,o,două,Duolingo
Matratze,saltea,saltele,,,,f,o,două,Duolingo
Sessel,fotoliu,fotolii,,,,n,un,două,Duolingo
Pfanne,tigaie,tigăi,,,,f,o,două,Duolingo
Mikrowelle,microundă,microunde,,,,f,o,două,Duolingo
Staubsauger,aspirator,aspiratoare,,,,n,un,două,Duolingo
Waschbecken,chiuvetă,chiuvete,,,,f,o,două,Duolingo
Bügeleisen,fier de călcat,fiare de,,,,n,un,două,Duolingo
Küchenherd,aragaz,aragazuri,,,,n,un,două,Duolingo
Schalter,întrerupător,întrerupătoare,,,,n,un,două,Duolingo
Korb,coș,coșuri,,Mülleimer,Coșul de gunoi,n,un,două,Duolingo
Vase,vază,vaze,,,,f,o,două,Duolingo
Möbel,mobilier,mobiliere,,,,n,un,două,Duolingo
Schublade,sertar,sertare,,,,n,un,două,Duolingo
Steckdose,priză,prize,,,,f,o,două,Duolingo
Angst,frică,,,,,f,o,două,Duolingo
Kälte,frig,friguri,,Hier ist es nicht kalt,Aici nu este frig,n,un,două,Duolingo
"Schande, Scham",rușine,rușini,,,,f,o,două,Duolingo
Sehnsucht,dor,doruri,,,,n,un,două,Duolingo
Furcht,teamă,,,,,f,o,două,Duolingo
Durst,sete,,,,,f,o,două,Duolingo
Hunger,foame,,,Ich habe Hunger.,Mi-e foame.,f,o,două,Duolingo
Schlaf,somn,somnuri ,,Schlaf gut!,Somn ușor!,n,un,două,Duolingo
Faulheit,lene,,,"Wir sind faul, weil heute Freitag ist",Ne e lene pentru că este vineri,f,o,două,Duolingo
lieb,drag,,,,,adj,,,Duolingo
"gleichgültig, egal",indiferent,,,,,adj,,,Duolingo
Grenze,graniță,granițe,,,,f,o,două,Duolingo
"Weg, Strecke",drum,drumuri,,Gute Reise,Drum bun,n,un,două,Duolingo
"Reise, Fahrt",călătorie,călătorii,,,,f,o,două,Duolingo
Ferien,vacanță,vacanțe,,Wohin fahrt ihr in den Urlaub?,Unde mergeți în vacanță?,f,o,două,Duolingo
"Reiseziel, Zielort",destinație,destinații,,,,f,o,două,Duolingo
"Fahrplan, Reiseroute",itinerar,itinerare,,,,n,un,două,Duolingo
"Fahrgast, Reisender, Tourist",călător,călători,,,,m,un,doi,Duolingo
Koffer/ Reise,valiză,valize,,,,f,o,două,Duolingo
"Ticket, Fahrkarte",bilet,bilete,,,,n,un,două,Duolingo
"Guide, Reiseleiter",ghid,ghizi,,,,f,o,două,Duolingo
"Reservierung, Buchung",rezervare,rezervări,,,,f,o,două,Duolingo
Gepäck,bagaj,bagaje,,,,n,un,două,Duolingo
Koffer,geamantan,geamantane,,,,n,un,două,Duolingo
Flugzeug,avion,avioane,,,,n,un,două,Duolingo
Motorrad,motocicletă,motociclete,,,,f,o,două,Duolingo
"Schiff, Dampfer",vapor,vapoare,,,,n,un,două,Duolingo
Reisebus,autocar,autocare,,,,n,un,două,Duolingo
Stornierung,anulare,anulări,,,,f,o,două,Duolingo
Ankunft,sosire,sosiri,,,,f,o,două,Duolingo
"Station, Bahnstation",gară,gări,,,,f,o,două,Duolingo
"Zeitplan, Stundenplan",orar,orare,,,,n,un,două,Duolingo
Landung (Flugzeug),aterizare,aterizări,,,,f,o,două,Duolingo
"Tor, Pforte",poartă,porți,,,,f,o,două,Duolingo
Abflug (Flugzeug),decolare,decolări,,,,f,o,două,Duolingo
Flugzeug,zbor,zboruri,,,,n,un,două,Duolingo
Boarding (Flugzeug),îmbarcare,îmbarcări,,,,f,o,două,Duolingo
"vor, vorher",înainte,,,,,adv,,,Duolingo
Kerhschaufel,făraș,fărașe,,,,n,un,două,Duolingo
"Meer, See",mare,mări,,,,f,o,două,Duolingo
"Crew, Besatzung",echipaj,echipaje,,,,n,un,două,Duolingo
"Schifssdeck, Steg",punte,punți,,,,f,o,două,Duolingo
Sonne,soare,sori,,,,m,un,doi,Duolingo
Artikel,articol,articole,,,,n,un,două,Duolingo
"Muster, Probe",mostră,mostre,,Blutprobe,mostră de sânge,f,o,două,Duolingo
"Entdeckung, Fund",descoperire,descoperiri,,,,f,o,două,Duolingo
Wolke,nor,nori,,,,m,un,doi,Duolingo
"Brise, Lüftchen",briză,brize,,,,f,o,două,Duolingo
Donner,tunet,tunete,,,,n,un,două,Duolingo
Blitz,fulger,fulgere,,,,n,un,două,Duolingo
"Gewitter, Sturm, Unwetter",furtună,furtuni,,,,f,o,două,Duolingo
Regenbogen,curcubeu,curcubeie,,,,n,un,două,Duolingo
"Überschwemmung, Flut",inundație,inundații,,,,f,o,două,Duolingo
"heiter, klar, wolkenlos",senin,senin,,,,adj,,,Duolingo
"Nebel, Dunst",ceață,cețuri,,,,f,o,două,Duolingo
"bewölkt, wolkig, trüb",înnorat,,,,,adj,,,Duolingo
Hagel,grindină,grindine,,,,f,o,două,Duolingo
"Dürre, Trockenzeit",secetă,secete,,,,f,o,două,Duolingo
Wettervorhersage,prognoză meteo,prognoze meteo,,,,f,o,două,Duolingo
"Tropfen, Spritzer",strop,stropi,,,,m,un,doi,Duolingo
Landschaft,peisaj,peisaje,,,,n,un,două,Duolingo
Qualität,calitate,calități,,,,f,o,două,Duolingo
jd. / etw. war,a fost,,,,,adj,,,Duolingo
"bitter, herb",amar,,,,,adj,,,Duolingo
Vegetation,vegetație,vegetații,,,,f,o,două,Duolingo
Resource,resursă,resurse,,,,f,o,două,Duolingo
Kohle,cărbune,cărbuni,,,,m,un,doi,Duolingo
Erz,minereu,minereuri ,,,,n,un,două,Duolingo
"Feld (Landwirt.), Ebene",câmpie,câmpii,,,,f,o,două,Duolingo
"Getreide, Zerealien, Cornflakes",cereală,cereale,,,,f,o,două,Duolingo
Weizen,grâu,grâne,,,,m,un,doi,Duolingo
Baum,copac,copaci,,,,m,un,doi,Duolingo
Nadelbaum/ Konifere,conifer,conifere,,,,n,un,două,Duolingo
Blütenblatt,petală,petale,,,,f,o,două,Duolingo
"Blütenstaub, Pollen",polen,polenuri,,,,n,un,două,Duolingo
"Unkraut, Kraut",buruiană,buruieni,,,,f,o,două,Duolingo
Blitz,fulger,fulgere,,,,n,un,două,Duolingo
Rose,trandafir,trandafiri,,,,m,un,doi,Duolingo
Tulpe,lalea,lalele,,,,f,o,două,Duolingo
Orchidee,orhidee,orhidee,,,,f,o,două,Duolingo
Mohn,mac,maci,,,,m,un,doi,Duolingo
Schneeglöckchen,ghiocel,ghiocei,,,,m,un,doi,Duolingo
"Ast, Zweig",creangă,crengi,,,,f,o,două,Duolingo
Eiche,stejar,stejari,,,,m,un,doi,Duolingo
Tannenbaum,brad,brazi,,,,m,un,doi,Duolingo
"Bildung, Erziehung",educație,educații,,,,f,o,două,Duolingo
Kindergarten,grădiniță,grădinițe,,,,f,o,două,Duolingo
Hochschulbildung,învățământ superior,învățăminte superior,,,,n,un,două,Duolingo
Gymnasium,liceu,licee,,,,n,un,două,Duolingo
"Uni, Hochschule",facultate,facultăți,,,,f,o,două,Duolingo
"Universität, Hochschule",universitate,universități,,,,f,o,două,Duolingo
Lektion,lecție,lecții,,,,f,o,două,Duolingo
"Thema, Aufgabe",temă,teme,,,,f,o,două,Duolingo
"Schulfach, Materie",materie,materii,,,,f,o,două,Duolingo
"Sporthalle, Turnhalle",sală de sport,săli de sport,,,,f,o,două,Duolingo
"Pause, Unterbrechung",pauză,pauze,,,,f,o,două,Duolingo
"Pult, Stehpult",pupitru,pupitre,,,,n,un,două,Duolingo
Klassenzimmer,sală de clasă,săli de clasă,,,,f,o,două,Duolingo
"Streber, Nerd",tocilar,tocilari,,Er ist ein strebsamer/nerdiger Junge,El este un băiat tocilar,m,un,doi,Duolingo
"Bücherwurm, Leseratte",șoarece de bibliotecă,șoareci de bibliotecă,,,,m,un,doi,Duolingo
Tanz,dans,dansuri,,,,n,un,două,Duolingo
"Beschäftigung, Handwerk, Metier",meserie,meserii,,das älteste Gewerbe der Welt,cea mai veche meserie din lume,f,o,două,Duolingo
Gitarre,chitară,chitare,,,,f,o,două,Duolingo
Trommel,tobă,tobe,,Die Trommel ist ein uraltes Instrument,Toba este un instrument străvechi,f,o,două,Duolingo
"Leidenschaft, Hobby",pasiune,pasiuni,,,,f,o,două,Duolingo
Spieler (Sport),jucător,jucători,,Fußballspieler,jucător de fotbal,m,un,doi,Duolingo
Stadion (Sport),stadion,stadioane,,Fußball wird in Stadien gespielt,Fotbalul se joacă pe stadioane,n,un,două,Duolingo
angenehm,plăcut,,,,,adj,,,Duolingo
"Angeln, Fischerei",pescuit,,,In meiner Freizeit mag ich es zu angeln,Eu prefer pescuitul în timpul meu liber,n,un,două,Duolingo
"Sucht, Abhängigkeit",dependență,dependențe,,Einkaufen macht süchtig,Cumpărăturile dau dependență,f,o,două,Duolingo
Videospiel,joc video,jocuri,,,,n,un,două,Duolingo
Zuschauer,spectator,spectatori,,,,m,un,doi,Duolingo
"Spielstand, Auswertung",scor,scoruri,,,,n,un,două,Duolingo
Schiedsrichter,arbitru,arbitri,,,,m,un,doi,Duolingo
Trainer,antrenor,antrenori,,,,m,un,doi,Duolingo
"Torwart, Pförtner, Portier",portar,portari,,,,m,un,doi,Duolingo
"Segeln, Schifffahrt",navigație,navigații,,,,f,o,două,Duolingo
"Gehen, Marsch",mers,mersuri,,,,n,un,două,Duolingo
"Zeichnen, Zeichnung",desen,desene,,,,n,un,două,Duolingo
Schach (Spiel),șah,șahi,,,,n,un,două,Duolingo
Kreide (zum Schreiben),cretă,crete,,,,f,o,două,Duolingo
Tafel,tablă,table,,,,f,o,două,Duolingo
"Meisterschaft, Championship",campionat,campionate,,Wir haben die Europa-Meisterschaft gewonnen,Noi am luat campionatul european,n,un,două,Duolingo
"Umkleideraum, Schließfach",vestiar,vestiare,,,,n,un,două,Duolingo
Einkommen (Geld),venit,venituri,,,,n,un,două,Duolingo
Unternehmen,companie,companii,,,,f,o,două,Duolingo
Infektion,infecție,infecții,,,,f,o,două,Duolingo
"Schmerz, Trauer",durere,dureri,,,,f,o,două,Duolingo
"Geschäft, Deal, Angelegenheit",afacere,afaceri,,,,f,o,două,Duolingo
Termin,programare,programări,,einen Termin vereinbaren,a face o programare,f,o,două,Duolingo
Steuer,impozit,impozite,,,,n,un,două,Duolingo
Kosten,costuri,,,,,pl,,,Duolingo
Schuld (Zahlungsverpflichtung),datorie,datorii ,,,,f,o,două,Duolingo
Zins,dobândă,dobânzi,,,,f,o,două,Duolingo
"Pleite, Bankrott, Konkurs",faliment,falimente,,,,n,un,două,Duolingo
Aktie (Börse),acțiune,acțiuni,,,,f,o,două,Duolingo
"Abschwung, Rezession",recesiune,recesiuni,,,,f,o,două,Duolingo
Börse (Aktien),bursă,burse,,,,f,o,două,Duolingo
Ostern,Paște,Paști,,,,m,un,doi,Duolingo
Neujahr,Anul Nou,,,,,m,un,doi,Duolingo
Weihnachten,Crăciun,Crăciunuri,,,,n,un,două,Duolingo
Weihnachtsmann,Moș Crăciun,,,,,m,un,doi,Duolingo
Valentienstag,Ziua Îndrăgostiților,,,,,f,o,două,Duolingo
Glaube (Religion),credință,credințe,,,,f,o,două,Duolingo
Gebet,rugăciune,rugăciuni,,,,f,o,două,Duolingo
Religion,religie,religii,,,,f,o,două,Duolingo
heilig,sfânt,,,,,adj,,,Duolingo
Mönch,călugăr,călugări,,,,m,un,doi,Duolingo
Feiertag,sărbătoare,sărbători,,,,f,o,două,Duolingo
Heiliger,sfânt,sfinți,,,,m,un,doi,Duolingo
Fasten (religiös),post,posturi,,,,n,un,două,Duolingo
Taufe,botez,botezuri,,,,n,un,două,Duolingo
Tätowierung,tatuaj,tatuaje,,,,n,un,două,Körper
Daumen,deget mare,degete,,,,n,un,două,Körper
Schädel,craniu,cranii,,,,n,un,două,Körper
Skelett,schelet,schelete,,,,n,un,două,Körper
Niere,rinichi,rinichi,,,,m,un,doi,Körper
Zeigefinger,deget arătător,degete,,,,n,un,două,Körper
"Frisur, Haarschnitt",tunsoarea,tunsori,,,,f,o,două,Körper
Fingerabdruck,amprentă,amprente,,ökologischer Fingerabrduck,amprentă ecologică,f,o,două,Körper
"Brust, Busen",sân,sâni,,,,m,un,doi,Körper
"Hintern, Popo",șezut,șezuturi,,,,n,un,două,Körper
Buchstabe,literă,litere,,,,f,o,două,
Satz,propoziție,propoziții,,,,f,o,două,
"Party, Feier",petrecere,petreceri,,,,f,o,două,
Kirsche,cireașă,cireșe,,,,f,o,două,
Keller,pivniță,pivnițe,,,,f,o,două,
Korkenzieher,tirbușon,tirbușoane,,,,n,un,două,
Kochtopf,oală,oale,,,,f,o,două,
Affe,maimuță,maimuțe,,,,f,o,două,
Gefühl,sentiment,sentimente,,,,n,un,două,Gefühle
Zuneigung,afecțiune,afecțiuni,,,,f,o,două,Gefühle
"Wut, Zorn",furie,furii,,,,f,o,două,Gefühle
Langeweile,plictiseală,plictiseli,,,,f,o,două,Gefühle
Vertrauen,încredere,încrederi,,,,f,o,două,Gefühle
Kreativität,creativitate,creativități,,,,f,o,două,Gefühle
Krise,criza,crize,,,,f,o,două,Gefühle
Neugier,curiozitate,curiozități,,,,f,o,două,Gefühle
Niederlage,înfrângere,înfrângeri,,,,f,o,două,Gefühle
Depression,depresie,depresii,,,,f,o,două,Gefühle
Verzweiflung,disperare,disperări,,,,f,o,două,Gefühle
Enttäuschung,dezamăgire,dezamăgiri,,,,f,o,două,Gefühle
Misstrauen,neîncredere,neîncrederi,,,,f,o,două,Gefühle
Zweifel,îndoială,îndoieli,,,,f,o,două,Gefühle
"Müdigkeit, Erschöpfung",oboseală,oboseli,,,,f,o,două,Gefühle
"Spaß, Vergnügen",distracţie,distracții,,,,f,o,două,Gefühle
"Grimasse, Fratze",grimasă,grimase,,,,f,o,două,Gefühle
Hoffnung,speranță,speranțe,,,,f,o,două,Gefühle
Interesse,interes,interese,,,,n,un,două,Gefühle
Freude,bucurie,bucurii,,,,f,o,două,Gefühle
Einsamkeit,singurătate,singurătăți,,,,f,o,două,Gefühle
"Melancholie, Wehmut",melancolie,melancolii,,,,f,o,două,Gefühle
"Stimmung, Laune",stare de spirit,stări de spirit,,,,f,o,două,Gefühle
Optimismus,optimism,optimism,,,,n,un,două,Gefühle
Panik,panică,panică,,,,f,o,două,Gefühle
"Ratlosigkeit, Verwunderung",nedumerire,nedumeriri,,,,f,o,două,Gefühle
Ablehnung,respingere,respingeri,,,,f,o,două,Gefühle
"Aufforderung, Bedarf, Anfrage, Nachfrage",cerere,cereri,,,,f,o,două,Gefühle
Schrei,țipăt,țipete,,,,n,un,două,Gefühle
"Sicherheit, Geborgenheit",securitate,securitate,,,,f,o,două,Gefühle
"Schreck, Schock",şoc,șocuri,,,,n,un,două,Gefühle
Lächeln,zâmbet,zâmbete,,,,n,un,două,Gefühle
Zärtlichkeit,tandrețe,tandrețe,,,,f,o,două,Gefühle
Gedanke,gând,gânduri,,,,n,un,două,Gefühle
"Nachdenklichkeit, Rücksichtnahme",considerație,considerații,,,,f,o,două,Gefühle
Verpackung,ambalaj,ambalaje,,,,n,un,două,Verpackung
Kiste,ladă,lăzi,,,,f,o,două,Verpackung
Knoten,nod,noduri ,,,,n,un,două,Verpackung
Fass,butoi,butoaie,,,,n,un,două,Verpackung
Verpackung,ambalaj ,ambalaje,,,,n,un,două,Verpackung
Liebeserklärung,declaraţie de dragoste,declarații de dragoste,,,,f,o,două,Abstrakt
Gefahr,pericol,pericole,,,,n,un,două,Abstrakt
Verfall,declin,declinuri ,,,,n,un,două,Abstrakt
Schwierigkeit,dificultate,dificultăți,,,,f,o,două,Abstrakt
Unordnung,tulburare,tulburări,,,,f,o,două,Abstrakt
Mühe,efort,eforturi,,,,n,un,două,Abstrakt
Sturz,căzătură,căzături,,,,f,o,două,Abstrakt
"Kraft, Gewalt",forţa,forțe,,,,f,o,două,Abstrakt
"Duft, Parfüm",parfum,parfumuri,,,,n,un,două,Abstrakt
Gespenst,fantomă,fantome,,,,f,o,două,Abstrakt
Versteck,ascunzătoare,ascunzători,,,,f,o,două,Abstrakt
Sauberkeit,igiena,igiena,,,,f,o,două,Abstrakt
Illusion,iluzie,iluzii,,,,f,o,două,Abstrakt
Fantasie,imaginație,imaginații,,,,f,o,două,Abstrakt
Intelligenz,inteligență,inteligențe,,,,f,o,două,Abstrakt
Einladung,invitată,invitate,,,,f,o,două,Abstrakt
"Blickwinkel, Aspekt",aspect,aspecte,,,,n,un,două,Abstrakt
Licht,lumină,lumini,,,,f,o,două,Abstrakt
Verlust,pierdere,pierderi ,,,,f,o,două,Abstrakt
Vergrößerung,mărire,măriri,,,,f,o,două,Abstrakt
Fehler,greșeală,greșeli,,,,f,o,două,Abstrakt
Möglichkeit,opțiune,opțiuni,,,,f,o,două,Abstrakt
Geduld,răbdare,răbdări,,,,f,o,două,Abstrakt
Planung,planificare,planificări,,,,f,o,două,Abstrakt
Schutz,protecție,protecții,,,,f,o,două,Abstrakt
Spiegelung,reflecție,reflecții,,,,f,o,două,Abstrakt
"Risiko, Gefahr, Wagnis",risc,riscuri,,,,n,un,două,Abstrakt
Sicherheit,siguranță,siguranțe,,,,f,o,două,Abstrakt
Geheimnis,secret,secrete,,,,n,un,două,Abstrakt
Schatten,umbra,umbre,,,,f,o,două,Abstrakt
Solidarität,solidaritate,solidaritate,,,,f,o,două,Abstrakt
Erfolg,succes,succese,,,,n,un,două,Abstrakt
Unterstützung,sprijin,sprijine,,,,n,un,două,Abstrakt
Tradition,tradiție,tradiții,,,,f,o,două,Abstrakt
Verwaltung,administrare,administrări,,,,f,o,două,Abstrakt
Reklame,publicitate,publicitate,,,,f,o,două,Abstrakt
Pfeil,săgeată,săgeți,,,,f,o,două,Abstrakt
Verbot,interdicție,interdicții ,,,,f,o,două,Abstrakt
Zusammenarbeit,colaborare,colaborări,,,,f,o,două,Abstrakt
"Karriere, Werdegang",cariera,cariere,,,,f,o,două,Abstrakt
"Untergeschoss, Keller",subsol,subsoluri,,,,n,un,două,Wohnung - Apartament
Balkon,balcon,balcoane,,,,n,un,două,Wohnung - Apartament
"Klingel, Glocke",sonerie,sonerii,,,,f,o,două,Wohnung - Apartament
"Jalousie, Rolladen",jaluzea,jaluzele,,,,f,o,două,Wohnung - Apartament
Schornstein,coş de fum,coșuri de fum,,,,n,un,două,Wohnung - Apartament
Waschmittel,detergent,detergenți,,,,m,un,doi,Wohnung - Apartament
"Riss, Spalt, Schlitz",crăpătură,crăpături,,,,f,o,două,Wohnung - Apartament
Zaun,gard,garduri,,,,n,un,două,Wohnung - Apartament
Feueralarm,alarmă de incendiu,alarme de incendiu,,,,f,o,două,Wohnung - Apartament
Kamin,șemineu,șemineuri,,,,n,un,două,Wohnung - Apartament
Blumentopf,ghiveci de flori,ghivece,,,,n,un,două,Wohnung - Apartament
Heizung,încălzire,încălziri,,,,f,o,două,Wohnung - Apartament
Bügelbrett,masă de călcat,mese de călcat,,,,f,o,două,Wohnung - Apartament
"Vermieter, Inhaber",proprietar,proprietari,,,,m,un,doi,Wohnung - Apartament
Heizkörper,radiator,radiatoare,,,,n,un,două,Wohnung - Apartament
Umzug,relocare,relocări,,,,f,o,două,Wohnung - Apartament
Vermietung,închiriere,închirieri,,,,f,o,două,Wohnung - Apartament
"Toilette, WC",toaletă,toalete,,,,f,o,două,Wohnung - Apartament
Ameise,furnică,furnici,,,,f,o,două,
Krankenwagen,ambulanță,ambulanțe,,,,f,o,două,Gesundheit - Sănătate 
"Bandage, Verband",bandaj,bandaje,,,,n,un,două,Gesundheit - Sănătate 
Blutdruck,tensiune arterială,tensiuni arterială,,,,f,o,două,Gesundheit - Sănătate 
Körperpflege,îngrijirea corpului,îngrijiri,,,,f,o,două,Gesundheit - Sănătate 
"Erkältung, Grippe",răceală,răceli,,,,f,o,două,Gesundheit - Sănătate 
"Creme, Kosmeting",cremă,creme,,,,f,o,două,Gesundheit - Sănătate 
"Krücke, Gehhilfe",cârjă,cârje,,,,f,o,două,Gesundheit - Sănătate 
Erschöpfung,epuizare,epuizări,,,,f,o,două,Gesundheit - Sănătate 
Erste Hilfe Kasten/ Verbandskasten,trusă de prim ajutor,truse,,,,f,o,două,Gesundheit - Sănătate 
Heilung,vindecare,vindecări,,,,f,o,două,Gesundheit - Sănătate 
Spritze,injecție,injecții,,,,f,o,două,Gesundheit - Sănătate 
"Wunde, Verletzung",rană,răni,,,,f,o,două,Gesundheit - Sănătate 
"Schminke, Make Up",machiaj,machiaje,,,,n,un,două,Gesundheit - Sănătate 
Schwangerschaft,sarcină,sarcini,,,,f,o,două,Gesundheit - Sănătate 
Rasur,bărbierit,,,,,n,un,două,Gesundheit - Sănătate 
Zahnstocher,scobitoare,scobitori,,,,f,o,două,Gesundheit - Sănătate 
Waage,cântar,cântare,,,,f,o,două,Gesundheit - Sănătate 
Rollstuhl,scaun cu rotile,scaune,,,,n,un,două,Gesundheit - Sănătate 
Turm (auch im Schach),turn,turnuri,,,,n,un,două,
"Hinsicht, Angelegenheit",privință,privințe,,Wir sind in diesem Punkt nicht einverstanden,Noi nu suntem de acord în această privință!,f,o,două,
